sample_nr,label,label_name,unique_label_count,labels_json,has_single_label,row_count,first_global_row,last_global_row,contiguous_segment_count,rows_are_contiguous,first_timestamp,last_timestamp,minimum_timestamp,maximum_timestamp,duration_seconds,timestamp_decrease_count,timestamp_equal_count,positive_delta_count,timestamps_monotonic_nondecreasing,mean_positive_delta_seconds,std_positive_delta_seconds,minimum_positive_delta_seconds,maximum_positive_delta_seconds,estimated_sampling_rate_hz,runtime_state_count,runtime_states_json
918,5,supplementary_operation,1,[5],True,1006,1430702,1431707,1,True,3193.97,3204.02,3193.97,3204.02,10.05,0,0,1005,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
919,2,extra_component,1,[2],True,1748,1431708,1433455,1,True,3204.03,3221.52,3204.03,3221.52,17.49,0,0,1747,True,0.0100114481969,0.000338158110767,0.00999999999976,0.02,99.8856489423,3,"[0, 1, 2]"
920,5,supplementary_operation,1,[5],True,1628,1433456,1435083,1,True,3221.53,3237.8,3221.53,3237.8,16.27,0,0,1627,True,0.01,3.49245965481e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
921,0,normal_tightening,1,[0],True,1824,1435084,1436907,1,True,3237.81,3256.07,3237.81,3256.07,18.26,0,0,1823,True,0.0100164563906,0.000523452350542,0.00999999999976,0.0299999999997,99.8357064622,3,"[0, 1, 2]"
922,5,supplementary_operation,1,[5],True,1098,1436908,1438005,1,True,3256.08,3267.06,3256.08,3267.06,10.98,0,0,1097,True,0.0100091157703,0.000301785694752,0.00999999999976,0.02,99.9089253188,3,"[0, 1, 2]"
923,2,extra_component,1,[2],True,1728,1438006,1439733,1,True,3267.07,3284.34,3267.07,3284.34,17.27,0,0,1727,True,0.01,5.93603997677e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
924,5,supplementary_operation,1,[5],True,1607,1439734,1441340,1,True,3284.35,3300.42,3284.35,3300.42,16.07,0,0,1606,True,0.0100062266501,0.000249454864558,0.00999999999976,0.02,99.9377722464,3,"[0, 1, 2]"
925,0,normal_tightening,1,[0],True,1746,1441341,1443086,1,True,3300.43,3317.89,3300.43,3317.89,17.46,0,0,1745,True,0.010005730659,0.00023931934691,0.00999999999976,0.02,99.9427262314,3,"[0, 1, 2]"
926,5,supplementary_operation,1,[5],True,1012,1443087,1444098,1,True,3317.9,3328.01,3317.9,3328.01,10.11,0,0,1011,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
927,2,extra_component,1,[2],True,1695,1444099,1445793,1,True,3328.02,3344.96,3328.02,3344.96,16.94,0,0,1694,True,0.01,5.46036260182e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
928,5,supplementary_operation,1,[5],True,1547,1445794,1447340,1,True,3344.97,3360.43,3344.97,3360.43,15.46,0,0,1546,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
929,0,normal_tightening,1,[0],True,1748,1447341,1449088,1,True,3360.44,3377.91,3360.44,3377.91,17.47,0,0,1747,True,0.01,6.37632978038e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
930,5,supplementary_operation,1,[5],True,1535,1449089,1450623,1,True,3377.92,3393.26,3377.92,3393.26,15.34,0,0,1534,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
931,0,normal_tightening,1,[0],True,1717,1450624,1452340,1,True,3393.27,3410.43,3393.27,3410.43,17.16,0,0,1716,True,0.01,5.82076609135e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
932,5,supplementary_operation,1,[5],True,1410,1452341,1453750,1,True,899.814,913.914,899.814,913.914,14.1,0,0,1409,True,0.0100070972321,0.000266311753577,0.00999999999976,0.02,99.9290780142,3,"[0, 1, 2]"
933,2,extra_component,1,[2],True,1643,1453751,1455393,1,True,913.924,930.374,913.924,930.374,16.45,0,0,1642,True,0.0100182704019,0.0005515187137,0.00999999999999,0.03,99.8176291793,2,"[1, 2]"
934,5,supplementary_operation,1,[5],True,1448,1455394,1456841,1,True,930.384,944.854,930.384,944.854,14.47,0,0,1447,True,0.01,1.45402690358e-09,0.00999999999999,0.0100000000001,100,3,"[0, 1, 2]"
935,1,damaged_screw,1,[1],True,1536,1456842,1458377,1,True,944.864,960.214,944.864,960.214,15.35,0,0,1535,True,0.01,1.49990649972e-09,0.00999999999999,0.0100000000001,100,2,"[1, 2]"
936,5,supplementary_operation,1,[5],True,1320,1458378,1459697,1,True,960.224,973.414,960.224,973.414,13.19,0,0,1319,True,0.01,1.36260640699e-09,0.00999999999999,0.0100000000001,100,2,"[1, 2]"
937,1,damaged_screw,1,[1],True,1525,1459698,1461222,1,True,973.424,988.664,973.424,988.664,15.24,0,0,1524,True,0.01,1.4908435376e-09,0.00999999999999,0.0100000000001,100,3,"[0, 1, 2]"
938,5,supplementary_operation,1,[5],True,1259,1461223,1462481,1,True,988.674,1001.254,988.674,1001.254,12.58,0,0,1258,True,0.01,1.31193404896e-09,0.00999999999999,0.0100000000001,100,2,"[1, 2]"
939,1,damaged_screw,1,[1],True,1390,1462482,1463871,1,True,1001.264,1015.154,1001.264,1015.154,13.89,0,0,1389,True,0.01,1.41146076529e-09,0.00999999999999,0.0100000000001,100,3,"[0, 1, 2]"
940,5,supplementary_operation,1,[5],True,1019,1463872,1464890,1,True,1015.164,1025.344,1015.164,1025.344,10.18,0,0,1018,True,0.01,9.94652945702e-10,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
941,2,extra_component,1,[2],True,1559,1464891,1466449,1,True,1025.354,1040.934,1025.354,1040.934,15.58,0,0,1558,True,0.01,1.42579068359e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
942,5,supplementary_operation,1,[5],True,1388,1466450,1467837,1,True,1040.944,1054.814,1040.944,1054.814,13.87,0,0,1387,True,0.01,1.30675874654e-09,0.00999999999976,0.0100000000004,100,2,"[1, 2]"
943,1,damaged_screw,1,[1],True,1351,1467838,1469188,1,True,1054.824,1068.324,1054.824,1068.324,13.5,0,0,1350,True,0.01,1.29110837663e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
944,5,supplementary_operation,1,[5],True,1459,1469189,1470647,1,True,1068.334,1082.914,1068.334,1082.914,14.58,0,0,1458,True,0.01,1.36260640699e-09,0.00999999999976,0.0100000000004,100,2,"[1, 2]"
945,1,damaged_screw,1,[1],True,1337,1470648,1471984,1,True,1082.924,1096.284,1082.924,1096.284,13.36,0,0,1336,True,0.01,1.26994123154e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
946,5,supplementary_operation,1,[5],True,1444,1471985,1473428,1,True,1096.294,1110.724,1096.294,1110.724,14.43,0,0,1443,True,0.01,1.35762428279e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
947,0,normal_tightening,1,[0],True,1330,1473429,1474758,1,True,1110.734,1124.024,1110.734,1124.024,13.29,0,0,1329,True,0.01,1.26994123154e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
948,5,supplementary_operation,1,[5],True,1051,1474759,1475809,1,True,1124.034,1134.534,1124.034,1134.534,10.5,0,0,1050,True,0.01,9.74000462487e-10,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
949,2,extra_component,1,[2],True,1317,1475810,1477126,1,True,1134.544,1147.704,1134.544,1147.704,13.16,0,0,1316,True,0.01,1.25383138823e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
950,5,supplementary_operation,1,[5],True,1876,1477127,1479002,1,True,1147.714,1166.464,1147.714,1166.464,18.75,0,0,1875,True,0.01,1.56620797318e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
951,0,normal_tightening,1,[0],True,1352,1479003,1480354,1,True,1166.474,1179.984,1166.474,1179.984,13.51,0,0,1351,True,0.01,1.28584925751e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
952,5,supplementary_operation,1,[5],True,1812,1480355,1482166,1,True,1179.994,1198.104,1179.994,1198.104,18.11,0,0,1811,True,0.01,1.54880512222e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
953,1,damaged_screw,1,[1],True,1261,1482167,1483427,1,True,1198.114,1210.714,1198.114,1210.714,12.6,0,0,1260,True,0.01,1.2098235131e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
954,5,supplementary_operation,1,[5],True,1802,1483428,1485229,1,True,1210.724,1228.734,1210.724,1228.734,18.01,0,0,1801,True,0.01,1.54002995176e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
955,1,damaged_screw,1,[1],True,1157,1485230,1486386,1,True,1228.744,1240.304,1228.744,1240.304,11.56,0,0,1156,True,0.01,1.0982599496e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
956,5,supplementary_operation,1,[5],True,1076,1486387,1487462,1,True,1240.314,1251.064,1240.314,1251.064,10.75,0,0,1075,True,0.01,1.00818626092e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
957,2,extra_component,1,[2],True,1322,1487463,1488784,1,True,1251.074,1264.284,1251.074,1264.284,13.21,0,0,1321,True,0.01,1.26994123154e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
958,5,supplementary_operation,1,[5],True,1846,1488785,1490630,1,True,1264.294,1282.744,1264.294,1282.744,18.45,0,0,1845,True,0.01,1.55753085393e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
959,1,damaged_screw,1,[1],True,1605,1490631,1492235,1,True,1282.754,1298.794,1282.754,1298.794,16.04,0,0,1604,True,0.01,1.44935906841e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
960,5,supplementary_operation,1,[5],True,1818,1492236,1494053,1,True,1298.804,1316.994,1298.804,1316.994,18.19,0,0,1817,True,0.0100110071547,0.000331587679281,0.00999999999976,0.02,99.8900494777,3,"[0, 1, 2]"
961,1,damaged_screw,1,[1],True,1588,1494054,1495641,1,True,1317.004,1332.884,1317.004,1332.884,15.88,0,0,1587,True,0.0100063011972,0.000250942756799,0.00999999999976,0.02,99.9370277078,3,"[0, 1, 2]"
962,5,supplementary_operation,1,[5],True,1838,1495642,1497479,1,True,1332.894,1351.264,1332.894,1351.264,18.37,0,0,1837,True,0.01,1.54880512222e-09,0.00999999999976,0.0100000000004,100,3,"[0, 1, 2]"
963,1,damaged_screw,1,[1],True,1540,1497480,1499019,1,True,1351.274,1366.664,1351.274,1366.664,15.39,0,0,1539,True,0.01,1.4210301004e-09,0.00999999999976,0.0100000000004,100,2,"[1, 2]"
964,5,supplementary_operation,1,[5],True,1048,1499020,1500067,1,True,1366.674,1377.164,1366.674,1377.164,10.49,0,0,1047,True,0.0100191021968,0.000617801781439,0.00999999999954,0.0300000000004,99.8093422307,3,"[0, 1, 2]"
965,2,extra_component,1,[2],True,1563,1500068,1501630,1,True,1377.174,1392.794,1377.174,1392.794,15.62,0,0,1562,True,0.01,1.34256698595e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
966,5,supplementary_operation,1,[5],True,1755,1501631,1503385,1,True,1392.804,1410.354,1392.804,1410.354,17.55,0,0,1754,True,0.0100057012543,0.000238704919222,0.00999999999954,0.02,99.943019943,2,"[1, 2]"
967,1,damaged_screw,1,[1],True,1492,1503386,1504877,1,True,1410.364,1425.284,1410.364,1425.284,14.92,0,0,1491,True,0.0100067069081,0.000258890128303,0.00999999999954,0.0199999999995,99.9329758713,3,"[0, 1, 2]"
968,5,supplementary_operation,1,[5],True,1848,1504878,1506725,1,True,1425.294,1443.764,1425.294,1443.764,18.47,0,0,1847,True,0.01,1.44467615127e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
969,0,normal_tightening,1,[0],True,1512,1506726,1508237,1,True,1443.774,1458.894,1443.774,1458.894,15.12,0,0,1511,True,0.0100066181337,0.00025717219362,0.00999999999954,0.02,99.9338624339,3,"[0, 1, 2]"
970,5,supplementary_operation,1,[5],True,1769,1508238,1510006,1,True,1458.904,1476.624,1458.904,1476.624,17.72,0,0,1768,True,0.0100226244344,0.000751730666328,0.00999999999954,0.04,99.7742663657,2,"[1, 2]"
971,1,damaged_screw,1,[1],True,1448,1510007,1511454,1,True,1476.634,1491.114,1476.634,1491.114,14.48,0,0,1447,True,0.01000691085,0.00026279410288,0.00999999999954,0.0200000000007,99.9309392265,3,"[0, 1, 2]"
972,5,supplementary_operation,1,[5],True,1069,1511455,1512523,1,True,1491.124,1501.814,1491.124,1501.814,10.69,0,0,1068,True,0.0100093632959,0.000305851741032,0.00999999999954,0.02,99.9064546305,3,"[0, 1, 2]"
973,2,extra_component,1,[2],True,1454,1512524,1513977,1,True,1501.824,1516.364,1501.824,1516.364,14.54,0,0,1453,True,0.0100068823125,0.000262251326682,0.00999999999954,0.02,99.9312242091,3,"[0, 1, 2]"
974,5,supplementary_operation,1,[5],True,1818,1513978,1515795,1,True,1516.374,1534.544,1516.374,1534.544,18.17,0,0,1817,True,0.01,1.43053542444e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
975,1,damaged_screw,1,[1],True,1546,1515796,1517341,1,True,1534.554,1550.014,1534.554,1550.014,15.46,0,0,1545,True,0.0100064724919,0.000254328578718,0.00999999999954,0.0200000000007,99.935316947,3,"[0, 1, 2]"
976,5,supplementary_operation,1,[5],True,1810,1517342,1519151,1,True,1550.024,1568.114,1550.024,1568.114,18.09,0,0,1809,True,0.01,1.42579068359e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
977,1,damaged_screw,1,[1],True,1409,1519152,1520560,1,True,1568.124,1582.204,1568.124,1582.204,14.08,0,0,1408,True,0.01,1.28584925751e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
978,5,supplementary_operation,1,[5],True,1760,1520561,1522320,1,True,1582.214,1599.804,1582.214,1599.804,17.59,0,0,1759,True,0.01,1.41625351512e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
979,1,damaged_screw,1,[1],True,1570,1522321,1523890,1,True,1599.814,1615.504,1599.814,1615.504,15.69,0,0,1569,True,0.01,1.35762428279e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
980,5,supplementary_operation,1,[5],True,1004,1523891,1524894,1,True,1615.514,1625.544,1615.514,1625.544,10.03,0,0,1003,True,0.01,9.01749205358e-10,0.00999999999954,0.0100000000007,100,2,"[1, 2]"
981,2,extra_component,1,[2],True,1485,1524895,1526379,1,True,1625.554,1640.394,1625.554,1640.394,14.84,0,0,1484,True,0.01,1.3222238854e-09,0.00999999999954,0.0100000000007,100,2,"[1, 2]"
982,5,supplementary_operation,1,[5],True,1426,1526380,1527805,1,True,1640.404,1654.654,1640.404,1654.654,14.25,0,0,1425,True,0.01,1.29110837663e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
983,3,missing_screw,1,[3],True,1466,1527806,1529271,1,True,1654.664,1669.314,1654.664,1669.314,14.65,0,0,1465,True,0.01,1.31193404896e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
984,5,supplementary_operation,1,[5],True,1787,1529272,1531058,1,True,1669.324,1687.184,1669.324,1687.184,17.86,0,0,1786,True,0.01,1.42579068359e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
985,0,normal_tightening,1,[0],True,1493,1531059,1532551,1,True,1687.194,1702.114,1687.194,1702.114,14.92,0,0,1492,True,0.01,1.31708901597e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
986,5,supplementary_operation,1,[5],True,1779,1532552,1534330,1,True,1702.124,1720.244,1702.124,1720.244,18.12,0,0,1778,True,0.0101912260967,0.00159706267343,0.00999999999954,0.0300000000007,98.1236203091,3,"[0, 1, 2]"
987,0,normal_tightening,1,[0],True,1500,1534331,1535830,1,True,1720.254,1735.254,1720.254,1735.254,15,0,0,1499,True,0.0100066711141,0.000258198832296,0.00999999999954,0.02,99.9333333333,3,"[0, 1, 2]"
988,5,supplementary_operation,1,[5],True,988,1535831,1536818,1,True,1735.264,1745.134,1735.264,1745.134,9.87,0,0,987,True,0.01,8.63359133608e-10,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
989,2,extra_component,1,[2],True,1381,1536819,1538199,1,True,1745.144,1758.944,1745.144,1758.944,13.8,0,0,1380,True,0.01,1.26994123154e-09,0.00999999999954,0.0100000000007,100,2,"[1, 2]"
990,5,supplementary_operation,1,[5],True,1835,1538200,1540034,1,True,1758.954,1777.294,1758.954,1777.294,18.34,0,0,1834,True,0.01,1.439978005e-09,0.00999999999954,0.0100000000007,100,3,"[0, 1, 2]"
991,0,normal_tightening,1,[0],True,1492,1540035,1541526,1,True,1777.304,1792.214,1777.304,1792.214,14.91,0,0,1491,True,0.01,1.3675703812e-09,0.00999999999954,0.0100000000007,100,2,"[1, 2]"
992,5,supplementary_operation,1,[5],True,1446,1541527,1542972,1,True,1792.224,1806.674,1792.224,1806.674,14.45,0,0,1445,True,0.01,1.3375102185e-09,0.00999999999954,0.0100000000004,100,3,"[0, 1, 2]"
993,0,normal_tightening,1,[0],True,1466,1542973,1544438,1,True,1806.684,1821.334,1806.684,1821.334,14.65,0,0,1465,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
994,5,supplementary_operation,1,[5],True,1424,1544439,1545862,1,True,1821.344,1835.574,1821.344,1835.574,14.23,0,0,1423,True,0.01,1.35262380804e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
995,0,normal_tightening,1,[0],True,1469,1545863,1547331,1,True,1835.584,1850.264,1835.584,1850.264,14.68,0,0,1468,True,0.01,1.37251640234e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
996,5,supplementary_operation,1,[5],True,1004,1547332,1548335,1,True,1850.274,1860.304,1850.274,1860.304,10.03,0,0,1003,True,0.01,9.01749205358e-10,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
997,2,extra_component,1,[2],True,1464,1548336,1549799,1,True,1860.314,1874.944,1860.314,1874.944,14.63,0,0,1463,True,0.01,1.3675703812e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
998,5,supplementary_operation,1,[5],True,1342,1549800,1551141,1,True,1874.954,1888.364,1874.954,1888.364,13.41,0,0,1341,True,0.01,1.27526595608e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
999,0,normal_tightening,1,[0],True,1441,1551142,1552582,1,True,1888.374,1902.774,1888.374,1902.774,14.4,0,0,1440,True,0.01,1.35762428279e-09,0.00999999999999,0.0100000000002,100,2,"[1, 2]"
1000,5,supplementary_operation,1,[5],True,1337,1552583,1553919,1,True,1902.784,1916.144,1902.784,1916.144,13.36,0,0,1336,True,0.01,1.26994123154e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1001,0,normal_tightening,1,[0],True,1547,1553920,1555466,1,True,1916.154,1931.614,1916.154,1931.614,15.46,0,0,1546,True,0.01,1.42579068359e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1002,5,supplementary_operation,1,[5],True,1369,1555467,1556835,1,True,1931.624,1945.304,1931.624,1945.304,13.68,0,0,1368,True,0.01,1.30156286614e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1003,0,normal_tightening,1,[0],True,1354,1556836,1558189,1,True,1945.314,1958.844,1945.314,1958.844,13.53,0,0,1353,True,0.01,1.28584925751e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1004,5,supplementary_operation,1,[5],True,1023,1558190,1559212,1,True,1958.854,1969.074,1958.854,1969.074,10.22,0,0,1022,True,0.01,9.31322574615e-10,0.00999999999999,0.0100000000002,100,2,"[1, 2]"
1005,2,extra_component,1,[2],True,1446,1559213,1560658,1,True,1969.084,1983.544,1969.084,1983.544,14.46,0,0,1445,True,0.0100069204152,0.00026297577855,0.00999999999999,0.02,99.9308437068,3,"[0, 1, 2]"
1006,5,supplementary_operation,1,[5],True,1486,1560659,1562144,1,True,1983.554,1998.404,1983.554,1998.404,14.85,0,0,1485,True,0.01,1.38235535555e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1007,0,normal_tightening,1,[0],True,1316,1562145,1563460,1,True,1998.414,2011.564,1998.414,2011.564,13.15,0,0,1315,True,0.01,1.25922423629e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1008,5,supplementary_operation,1,[5],True,1853,1563461,1565313,1,True,2011.574,2030.094,2011.574,2030.094,18.52,0,0,1852,True,0.01,1.56187543937e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1009,0,normal_tightening,1,[0],True,1344,1565314,1566657,1,True,2030.104,2043.534,2030.104,2043.534,13.43,0,0,1343,True,0.01,1.26994123154e-09,0.00999999999999,0.0100000000002,100,3,"[0, 1, 2]"
1010,5,supplementary_operation,1,[5],True,1842,1566658,1568499,1,True,2043.544,2061.954,2043.544,2061.954,18.41,0,0,1841,True,0.01,7.08126757561e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1011,0,normal_tightening,1,[0],True,1380,1568500,1569879,1,True,2061.964,2075.754,2061.964,2075.754,13.79,0,0,1379,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1012,5,supplementary_operation,1,[5],True,1022,1569880,1570901,1,True,2075.764,2085.974,2075.764,2085.974,10.21,0,0,1021,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1013,2,extra_component,1,[2],True,1271,1570902,1572172,1,True,2085.984,2098.684,2085.984,2098.684,12.7,0,0,1270,True,0.01,0,0.00999999999976,0.0100000000002,100,2,"[1, 2]"
1014,5,supplementary_operation,1,[5],True,1845,1572173,1574017,1,True,2098.694,2117.134,2098.694,2117.134,18.44,0,0,1844,True,0.01,7.9810323664e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1015,0,normal_tightening,1,[0],True,1570,1574018,1575587,1,True,2117.144,2132.834,2117.144,2132.834,15.69,0,0,1569,True,0.01,0,0.00999999999976,0.0100000000002,100,2,"[1, 2]"
1016,5,supplementary_operation,1,[5],True,1845,1575588,1577432,1,True,2132.844,2151.284,2132.844,2151.284,18.44,0,0,1844,True,0.01,7.9810323664e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1017,0,normal_tightening,1,[0],True,1573,1577433,1579005,1,True,2151.294,2167.014,2151.294,2167.014,15.72,0,0,1572,True,0.01,0,0.00999999999976,0.0100000000002,100,2,"[1, 2]"
1018,5,supplementary_operation,1,[5],True,1432,1579006,1580437,1,True,2167.024,2181.334,2167.024,2181.334,14.31,0,0,1431,True,0.01,0,0.00999999999976,0.0100000000002,100,2,"[1, 2]"
1019,3,missing_screw,1,[3],True,1312,1580438,1581749,1,True,2181.344,2194.594,2181.344,2194.594,13.25,0,0,1311,True,0.0101067887109,0.0010995629048,0.00999999999976,0.0300000000002,98.9433962264,2,"[1, 2]"
1020,5,supplementary_operation,1,[5],True,1048,1581750,1582797,1,True,2194.604,2205.084,2194.604,2205.084,10.48,0,0,1047,True,0.0100095510984,0.00030890089071,0.00999999999976,0.02,99.9045801527,3,"[0, 1, 2]"
1021,2,extra_component,1,[2],True,1511,1582798,1584308,1,True,2205.094,2220.194,2205.094,2220.194,15.1,0,0,1510,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1022,5,supplementary_operation,1,[5],True,1820,1584309,1586128,1,True,2220.204,2238.394,2220.204,2238.394,18.19,0,0,1819,True,0.01,7.72211884697e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1023,0,normal_tightening,1,[0],True,1571,1586129,1587699,1,True,2238.404,2254.104,2238.404,2254.104,15.7,0,0,1570,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1024,5,supplementary_operation,1,[5],True,1834,1587700,1589533,1,True,2254.114,2272.444,2254.114,2272.444,18.33,0,0,1833,True,0.01,7.80937719683e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1025,0,normal_tightening,1,[0],True,1570,1589534,1591103,1,True,2272.454,2288.144,2272.454,2288.144,15.69,0,0,1569,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1026,5,supplementary_operation,1,[5],True,1870,1591104,1592973,1,True,2288.154,2306.844,2288.154,2306.844,18.69,0,0,1869,True,0.01,8.23180634978e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1027,0,normal_tightening,1,[0],True,1533,1592974,1594506,1,True,2306.854,2322.174,2306.854,2322.174,15.32,0,0,1532,True,0.01,0,0.00999999999976,0.0100000000002,100,2,"[1, 2]"
1028,5,supplementary_operation,1,[5],True,1055,1594507,1595561,1,True,2322.184,2332.724,2322.184,2332.724,10.54,0,0,1054,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1029,2,extra_component,1,[2],True,1582,1595562,1597143,1,True,2332.734,2348.544,2332.734,2348.544,15.81,0,0,1581,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1030,5,supplementary_operation,1,[5],True,1822,1597144,1598965,1,True,2348.554,2366.774,2348.554,2366.774,18.22,0,0,1821,True,0.0100054914882,0.000234274893001,0.00999999999976,0.02,99.945115258,3,"[0, 1, 2]"
1031,0,normal_tightening,1,[0],True,1514,1598966,1600479,1,True,2366.784,2381.914,2366.784,2381.914,15.13,0,0,1513,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1032,5,supplementary_operation,1,[5],True,1762,1600480,1602241,1,True,2381.924,2399.534,2381.924,2399.534,17.61,0,0,1761,True,0.01,6.58544507983e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1033,0,normal_tightening,1,[0],True,1512,1602242,1603753,1,True,2399.544,2414.654,2399.544,2414.654,15.11,0,0,1511,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1034,5,supplementary_operation,1,[5],True,1820,1603754,1605573,1,True,2414.664,2432.854,2414.664,2432.854,18.19,0,0,1819,True,0.01,7.72211884697e-10,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1035,0,normal_tightening,1,[0],True,1525,1605574,1607098,1,True,2432.864,2448.104,2432.864,2448.104,15.24,0,0,1524,True,0.01,0,0.00999999999976,0.0100000000002,100,2,"[1, 2]"
1036,5,supplementary_operation,1,[5],True,1048,1607099,1608146,1,True,2448.114,2474.514,2448.114,2474.514,26.4,0,0,1047,True,0.0252148997135,0.492079118905,0.00999999999976,15.94,39.6590909091,3,"[0, 1, 2]"
1037,0,normal_tightening,1,[0],True,3100,1608147,1611246,1,True,2493.014,2524.065,2493.014,2524.065,31.051,0,0,3099,True,0.010019683769,0.000441403234167,0.00900000000001,0.02,99.803549,5,"[0, 1, 2, 3, 4]"
1038,5,supplementary_operation,1,[5],True,2364,1611247,1613610,1,True,3089.515,3113.285,3089.515,3113.285,23.77,0,0,2363,True,0.0100592467203,0.000870765968836,0.00999999999976,0.0300000000002,99.411022297,3,"[0, 1, 2]"
1039,0,normal_tightening,1,[0],True,1464,1613611,1615074,1,True,3113.295,3127.925,3113.295,3127.925,14.63,0,0,1463,True,0.01,0,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
1040,5,supplementary_operation,1,[5],True,1885,1615075,1616959,1,True,3127.935,3146.775,3127.935,3146.775,18.84,0,0,1884,True,0.01,8.47516335696e-10,0.00999999999976,0.0100000000002,100,2,"[1, 2]"
