column,dtype,row_count,missing_count,missing_fraction,finite_count,minimum,maximum,mean,std,unique_count_exact,unique_count_truncated,is_constant,preview_json,top_values_json
actual_qd_4,float64,6249074,0,0.0,6249074,-1.6525111198425293,1.6617425680160522,-0.00041307896542148293,0.3199594407705523,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_qd_5,float64,6249074,0,0.0,6249074,-1.2670602798461914,0.13039623200893402,-5.247556609314691e-05,0.011061042848286188,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_current_0,float64,6249074,0,0.0,6249074,-0.9828412532806396,1.276759147644043,-0.02461181635987173,0.27199801014153013,,True,False,"[0.06153025850653648, 0.07222571969032288, 0.04695973545312882, 0.03082937002182007, 0.06596508622169495, 0.038196563720703125, 0.07942284643650055, 0.0568736307322979, 0.07136406004428864, 0.05989035218954086, 0.05731672793626785, 0.08328380435705185, 0.06338839232921599, 0.07882975041866302, 0.05373643338680266, 0.06130528077483177, 0.05446608364582062, 0.0652453750371933, 0.060140300542116165, 0.05197377875447273]",[]
actual_current_1,float64,6249074,0,0.0,6249074,-3.9341547489166255,3.7377991676330566,-0.7868090548306595,1.4479968557154468,,True,False,"[-3.347223281860352, -3.3483827114105225, -3.346940755844116, -3.359189510345459, -3.3335049152374268, -3.3401429653167725, -3.3388347625732417, -3.337202787399292, -3.3511908054351807, -3.349900484085083, -3.3168318271636963, -3.3304648399353027, -3.3437628746032715, -3.320381164550781, -3.349849939346313, -3.333849668502808, -3.3415529727935787, -3.34090518951416, -3.34570050239563, -3.3326139450073238]",[]
actual_current_2,float64,6249074,0,0.0,6249074,-2.974075555801392,3.1124343872070312,-0.505982984991848,1.1652455203455512,,True,False,"[-1.7774875164031982, -1.7778513431549072, -1.779716968536377, -1.769967555999756, -1.7826588153839111, -1.7795364856719968, -1.7824918031692505, -1.7616534233093262, -1.7766311168670654, -1.7754049301147459, -1.776195764541626, -1.7814571857452393, -1.7903977632522583, -1.777968168258667, -1.773800253868103, -1.7848634719848633, -1.7851794958114624, -1.7765562534332275, -1.7728484869003296, -1.7828832864761353]",[]
actual_current_3,float64,6249074,0,0.0,6249074,-2.0204331874847408,2.804445743560791,-0.021037583975880358,0.6479408314474207,,True,False,"[-1.0078161954879759, -1.0133883953094482, -1.0207706689834597, -1.0267075300216677, -1.0081648826599119, -1.009577751159668, -1.016895055770874, -1.006473183631897, -1.01350998878479, -1.00393545627594, -1.012648344039917, -1.0113844871520996, -1.008096694946289, -1.0167583227157593, -1.0236587524414062, -1.013034105300903, -1.0063459873199463, -1.013985276222229, -1.0090371370315552, -1.000129461288452]",[]
actual_current_4,float64,6249074,0,0.0,6249074,-1.3191370964050293,3.09269118309021,0.027125194193987304,0.29810841616935824,,True,False,"[-0.009091024287045002, -0.006479968316853046, -0.004481555428355932, -0.01072179339826107, -0.017837446182966232, -0.004716134630143642, -0.01435696519911289, 0.003402938134968281, -0.018043039366602898, 0.007213972508907319, 0.0019773144740611315, -0.012181291356682777, -0.006656414829194546, -0.00877294410020113, -0.00977841392159462, -0.012455346062779428, -0.00037522939965128904, -0.006587692536413671, -0.0008318550535477697, -0.014321992173790932]",[]
actual_current_5,float64,6249074,0,0.0,6249074,-0.7191694974899292,1.834911584854126,0.031651746649318864,0.17143322213640796,,True,False,"[0.013676426373422146, 0.02151408977806568, 0.025733022019267082, 0.013379748910665512, 0.03221182152628898, 0.02777120098471641, 0.008527003228664398, 0.029356926679611206, 0.0315118134021759, 0.026873480528593063, 0.01298770122230053, 0.034058112651109695, 0.02408100664615631, 0.02191942557692528, 0.01289520785212517, 0.009218392893671993, 0.02601988241076469, 0.020417513325810432, 0.019719235599040985, 0.028465213254094124]",[]
joint_control_output_0,float64,6249074,0,0.0,6249074,-0.6953537121966314,0.7074557424972123,0.0014862664934020863,0.21328462133902337,,True,False,"[-8.360321417768191e-18, -2.5159446087278887e-17, -1.4007739013904004e-17, 9.286275580104588e-17, -1.989219351862381e-17, 3.8601617915004e-17, 4.327162119407418e-18, -3.7381915942651086e-17, -5.187605309324666e-17, 1.6790436611748012e-17, -1.0317423183034132e-17, -5.45391336111301e-17, 4.070557892062199e-18, 4.7567505915592526e-17, 1.5790345575407923e-17, 2.2607551994010908e-17, -5.923690424065349e-17, -1.4684457012522785e-17, 1.1502423696555282e-17, -5.923690424065349e-17]",[]
joint_control_output_1,float64,6249074,0,0.0,6249074,-2.001207009102788,1.819513030490425,-0.5367669487584108,0.998850354959932,,True,False,"[-1.7006182852861556, -1.7005926611696054, -1.7005976587666949, -1.7006117695684695, -1.7005910386220957, -1.700610683979921, -1.7005913613872166, -1.7005903363176944, -1.7005983001584541, -1.70059924920866, -1.7006057102827368, -1.7005993172831049, -1.7005829144408011, -1.7006115511800592, -1.7006072781101775, -1.7006095769009255, -1.7005990886401694, -1.7006028053266302, -1.7006192050248554, -1.7005990886401694]",[]
joint_control_output_2,float64,6249074,0,0.0,6249074,-1.2998916301573422,1.3930549094996476,-0.3014994844688086,0.7058885670196645,,True,False,"[-0.8361742358575529, -0.8361708553111922, -0.8361772829603034, -0.8361732493572681, -0.8361761629195463, -0.8361718531298128, -0.8361765780432359, -0.8361752596522007, -0.8361781078849816, -0.8361719342514639, -0.8361728500879894, -0.8361794160577372, -0.8361805034855608, -0.8361729684774677, -0.8361674726775196, -0.8361704292624623, -0.8361791219891012, -0.8361765079452016, -0.8361754187775706, -0.8361791219891012]",[]
joint_control_output_3,float64,6249074,0,0.0,6249074,-0.6509932647300801,0.6750283105900501,0.0004371067367322057,0.1899494710161547,,True,False,"[-0.07608500137015774, -0.07608500137015778, -0.07610231747023123, -0.07608109529473618, -0.07609624979823508, -0.07607984718757814, -0.07609901052535227, -0.07609432322734512, -0.07610047032030816, -0.07608737475524759, -0.07608565035794795, -0.07610326051034676, -0.07611099017608497, -0.07608049620870719, -0.07606502692938004, -0.07607508033959905, -0.07610450861755214, -0.07609338006589325, -0.07608565035794791, -0.07610450861755214]",[]
joint_control_output_4,float64,6249074,0,0.0,6249074,-0.5500677102335508,0.5315793541253222,-0.002522936332212452,0.15702877492497183,,True,False,"[2.522301639903745e-05, 2.5223016399035635e-05, 2.206446843615556e-05, 2.585006410513192e-05, 2.274278146070737e-05, 2.58509614261594e-05, 2.2691074128904692e-05, 2.3343554372784532e-05, 2.2065602041153746e-05, 2.454708805005981e-05, 2.522256109382497e-05, 2.1414285160262792e-05, 2.0185352035167046e-05, 2.585049482105756e-05, 2.9007782941451613e-05, 2.7102867348269103e-05, 2.141354184240953e-05, 2.3993580996574e-05, 2.5222561093828518e-05, 2.141354184240953e-05]",[]
joint_control_output_5,float64,6249074,0,0.0,6249074,-0.3099393289089236,0.19604444184700354,-0.0005520696989072134,0.06987260682555824,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_TCP_pose_0,float64,6249074,0,0.0,6249074,-0.5905645571016761,0.2061144581591327,-0.21708377550071978,0.2081119148306979,,True,False,"[-0.5805109899725013, -0.5805004842820229, -0.5804900506534882, -0.5804918187465411, -0.5804942859040007, -0.5805178133456246, -0.5805008692182471, -0.5805031657325962, -0.5804957672952529, -0.5805094761052373, -0.5805169313797653, -0.580492886981324, -0.5805005582774906, -0.5805077071963534, -0.5804968479618736, -0.5805119009576355, -0.580494806345667, -0.5804993361802369, -0.5804946698250025, -0.5804968601597592]",[]
actual_TCP_pose_1,float64,6249074,0,0.0,6249074,-0.5813644310728268,0.23701999594047402,-0.2418373390524813,0.19739015049409359,,True,False,"[-0.09857503186413323, -0.09857513686006167, -0.09859052344614397, -0.09855648039085448, -0.09855637815432401, -0.09857156361697968, -0.09856178130955592, -0.09859776953977732, -0.09856177361936458, -0.09858786067737103, -0.09856848980805033, -0.09858794843957018, -0.098570390003351, -0.09856372550632947, -0.0985705717148656, -0.0985777246838208, -0.09855764809695823, -0.09857758690592516, -0.09858285290201016, -0.09856352639423438]",[]
actual_TCP_pose_2,float64,6249074,0,0.0,6249074,0.011421557494506546,0.6934985366273329,0.07000967523106139,0.07541861131297946,,True,False,"[0.03408889663710102, 0.03406926475762395, 0.03407261556595986, 0.034057773705375216, 0.03406232268484238, 0.03409676919066351, 0.034073847572704236, 0.03407030000970476, 0.03405805837849277, 0.03407432495337465, 0.03408780744369663, 0.03404840765123328, 0.03407383527888205, 0.03409351478111222, 0.034065057405443994, 0.03408168366820638, 0.0340535159299904, 0.03407383527888205, 0.03406050446420013, 0.034052629667172235]",[]
actual_TCP_pose_3,float64,6249074,0,0.0,6249074,-3.1408846649766318,3.1415185089446505,0.5747360364193982,2.429838678910366,,True,False,"[-3.047141865962961, -3.0471323773693166, -3.047153803344861, -3.047079592140612, -3.0470905859886783, -3.0471597156857366, -3.04713277031516, -3.0471791771374286, -3.0471067982404203, -3.0471674227666354, -3.047187464030709, -3.0471362080306457, -3.0471488815178214, -3.047112839050817, -3.04712701355035, -3.0471668397205387, -3.0471205392280667, -3.0471534470859916, -3.0471467288884133, -3.0471182398597114]",[]
actual_TCP_pose_4,float64,6249074,0,0.0,6249074,-2.9594955609828455,2.8756628617278874,1.0344810980981411,1.5910955937398712,,True,False,"[0.7342139671453775, 0.7342116508216155, 0.7342552454764625, 0.7342949285198703, 0.7343176420137293, 0.7342953085068192, 0.7343278569016164, 0.7342041486934258, 0.7342831789879124, 0.7342399411853447, 0.73434103471563, 0.7341937383423708, 0.7343124831567951, 0.7343039803347594, 0.7342688403633455, 0.7342400216227639, 0.7343053083779612, 0.7342935975267789, 0.7342148113950155, 0.734285599934511]",[]
actual_TCP_pose_5,float64,6249074,0,0.0,6249074,-0.03717752684348174,1.2052010113579843,0.00020795587370616204,0.013931287929573781,,True,False,"[0.0036373676085177256, 0.003553780608505483, 0.0035500714106764717, 0.0035094803730003955, 0.003532055275711075, 0.0036988150809930814, 0.003580829373499635, 0.003602322069452305, 0.0035203022619474033, 0.003634710156580946, 0.003680738076018985, 0.0035068596125561523, 0.003585462476364391, 0.0036513123371990407, 0.003542393140179965, 0.0036324041927400415, 0.0035101846121555307, 0.0035855325531280744, 0.0035277721486399287, 0.0035234826265849407]",[]
actual_TCP_speed_0,float64,6249074,0,0.0,6249074,-0.4665682083967853,0.4675235319368705,-2.3980442944077046e-06,0.0842633066464778,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_TCP_speed_1,float64,6249074,0,0.0,6249074,-0.5090638143395129,0.5065057100939342,-7.676728067957402e-05,0.08073500882727216,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_TCP_speed_2,float64,6249074,0,0.0,6249074,-0.6146318282496375,0.2970672805861284,-1.5867281672955457e-05,0.07793707832881529,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_TCP_speed_3,float64,6249074,0,0.0,6249074,-0.14735743989476738,0.25270820140005,-2.4639290978413086e-05,0.007738633708171252,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_TCP_speed_4,float64,6249074,0,0.0,6249074,-1.2568530136775715,0.20805042045832609,-2.8203129812991537e-05,0.012083621716378182,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_TCP_speed_5,float64,6249074,0,0.0,6249074,-1.8855400113674456,1.8786438188541223,0.0007260409995672902,0.3130872720085729,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
actual_TCP_force_0,float64,6249074,0,0.0,6249074,-73.14996993936819,65.66845924890929,0.19066872182681832,4.288063432330207,,True,False,"[0.7247351571147542, 0.6819984161192737, 0.8161249765206687, 0.8236334620558972, 0.9395591342844852, 0.7559409155585021, 0.8004447109928579, 0.8208325882167682, 0.5528571577062937, 0.5835897565193636, 0.4686964509085726, 0.5465186307920009, 0.6485874603215537, 0.5578197044290495, 0.7847878090458026, 0.6798948432255003, 0.7757622348180195, 0.6523953556762088, 0.7233516353694819, 0.6681861395993588]",[]
actual_TCP_force_1,float64,6249074,0,0.0,6249074,-36.130791780172316,72.2657065477662,0.7336939045128065,4.238233621447124,,True,False,"[0.06242645762222515, 0.1262203731343549, 0.015648205112573862, -0.03790663256105031, -0.05000876656599757, -0.0006062033731516483, 0.014956391951990168, -0.013158159055116804, 0.11024524349083786, 0.06457618190131112, 0.05801569382657287, 0.1538339718153023, 0.03816526691858724, 0.0149552909530154, 0.049628906269822026, 0.03766026613163892, 0.03716639535321509, 0.023376547951646055, 0.033398529048355614, 0.007682211560348817]",[]
actual_TCP_force_2,float64,6249074,0,0.0,6249074,-82.88497203980283,78.855843084134,8.01718612316041,11.95493298654272,,True,False,"[-0.6544326505623199, -0.6117871290877359, -0.6069792187894499, -0.7007182956219611, -0.6247946171537596, -0.5846295410819778, -0.548458919306965, -0.5942973050181992, -0.6271190815798434, -0.7095420031947024, -0.7463888149781178, -0.5676381942382087, -0.6387234605592893, -0.5802057027113854, -0.5091200038864953, -0.6139048306278087, -0.5162367651605763, -0.6137452489483373, -0.5316661466591359, -0.4847122241491885]",[]
actual_TCP_force_3,float64,6249074,0,0.0,6249074,-7.68867574446064,5.7401186389986005,-0.2739112804223585,0.7929588661517274,,True,False,"[-0.01682225203523513, -0.015006264609520668, -0.013771149810142588, -0.0162708048563454, -0.013552171051979476, -0.015261542120276519, -0.016536408605055158, -0.015730207530683504, -0.017211278070426682, -0.015576598577996759, -0.014495592963458884, -0.0177222385933321, -0.015638250276108538, -0.014806093223162776, -0.014208761313350153, -0.01269262855389166, -0.017530417489304274, -0.016517148169503698, -0.015928131309992658, -0.01747806030792633]",[]
actual_TCP_force_4,float64,6249074,0,0.0,6249074,-5.4020041578083715,5.173877356171225,0.14791655907808687,0.7065118756822016,,True,False,"[0.008586265947139779, 0.006064606659391741, 0.007101071367876168, 0.009696114708286649, 0.008451116075225246, 0.005977684417031987, 0.007203159658529197, 0.008101725748235174, 0.0048872483040678346, 0.008676665191476439, 0.008008941708639375, 0.005968381345280375, 0.005540770787835761, 0.007788501699339073, 0.0037226785536457756, 0.007111159698704584, 0.006289879235332532, 0.0067975019873347964, 0.005776607911893105, 0.004166665224924397]",[]
actual_TCP_force_5,float64,6249074,0,0.0,6249074,-3.085439137788279,2.7774431189652016,0.011523024998023169,0.2561176319052525,,True,False,"[-0.003977738553051465, -0.0017975047797918297, -0.00408296086993988, -0.004544918894137946, -0.0037353305903000187, -0.005436214386315607, -0.004223217260821567, -0.00357614828039885, -0.003123209124809659, -0.0047919126500723325, -0.00511403217563595, -0.0016311013480981881, -0.003553890705607345, -0.007129203138526128, -0.002663614924823529, -0.0039790350149662606, -0.0035916000650852635, -0.002844310478251486, -0.004009457559138426, -0.003884534937093252]",[]
target_TCP_pose_0,float64,6249074,0,0.0,6249074,-0.5905760867146074,0.2060529398977352,-0.21708381540321775,0.20811171395471642,,True,False,"[-0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138, -0.5805005194299138]",[]
target_TCP_pose_1,float64,6249074,0,0.0,6249074,-0.5808450695824655,0.23698863957409505,-0.24183741188727237,0.1973898398225745,,True,False,"[-0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794, -0.09857523790238794]",[]
target_TCP_pose_2,float64,6249074,0,0.0,6249074,0.013241882059267018,0.693484022512724,0.07001003119317699,0.07541791096040852,,True,False,"[0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168, 0.03406422131584168]",[]
target_TCP_pose_3,float64,6249074,0,0.0,6249074,-3.134566994624956,3.1410594208928524,0.5780494693174687,2.4290525804076104,,True,False,"[-3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103, -3.0471440020155103]",[]
target_TCP_pose_4,float64,6249074,0,0.0,6249074,-2.9586422758314286,2.874281669097284,1.036771311315232,1.589605499073796,,True,False,"[0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912, 0.7342648979211912]",[]
target_TCP_pose_5,float64,6249074,0,0.0,6249074,-0.036774090987619,1.2051310732575058,0.0001823794966225314,0.013927511319164998,,True,False,"[0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117, 0.0035651463603874117]",[]
target_TCP_speed_0,float64,6249074,0,0.0,6249074,-0.4601909015943498,0.4601783042153571,-1.7152908681405675e-05,0.08427354938901468,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
target_TCP_speed_1,float64,6249074,0,0.0,6249074,-0.5046426740203578,0.5050026477858719,-7.749310267741708e-05,0.08075060554907905,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
target_TCP_speed_2,float64,6249074,0,0.0,6249074,-0.6125580166203204,0.2860550951790343,1.4253705501249586e-05,0.0780013229320198,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
target_TCP_speed_3,float64,6249074,0,0.0,6249074,-0.027671610088362858,0.08587386583317462,-8.55742713210191e-07,0.006255454201515445,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
target_TCP_speed_4,float64,6249074,0,0.0,6249074,-1.244837880693957,0.18926018073017248,-4.052303057393675e-05,0.008102082539935882,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
target_TCP_speed_5,float64,6249074,0,0.0,6249074,-1.8651112465244784,1.865110149556312,0.0007246149089511704,0.3130519211839445,,True,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[]
joint_temperatures_0,float64,6249074,0,0.0,6249074,24.875,34.75,31.69185365503753,2.3547044301120725,159.0,False,False,"[34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625, 34.5625]","[{""value"": ""33.4375"", ""count"": 189686}, {""value"": ""33.75"", ""count"": 185185}, {""value"": ""31.4375"", ""count"": 177788}, {""value"": ""31.5625"", ""count"": 163021}, {""value"": ""31.5"", ""count"": 156367}, {""value"": ""33.5625"", ""count"": 146156}, {""value"": ""31.625"", ""count"": 140672}, {""value"": ""33.5"", ""count"": 133166}, {""value"": ""34.25"", ""count"": 132765}, {""value"": ""31.375"", ""count"": 126625}, {""value"": ""33.6875"", ""count"": 118614}, {""value"": ""32.875"", ""count"": 117956}, {""value"": ""34.0625"", ""count"": 115831}, {""value"": ""33.9375"", ""count"": 114485}, {""value"": ""34.625"", ""count"": 112581}, {""value"": ""33.0625"", ""count"": 111530}, {""value"": ""33.625"", ""count"": 106663}, {""value"": ""32.9375"", ""count"": 104122}, {""value"": ""33.125"", ""count"": 99086}, {""value"": ""33.375"", ""count"": 94865}]"
joint_temperatures_1,float64,6249074,0,0.0,6249074,25.875,37.875,33.93422013405506,2.666660002658722,193.0,False,False,"[37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125, 37.8125]","[{""value"": ""35.8125"", ""count"": 190057}, {""value"": ""35.25"", ""count"": 165510}, {""value"": ""33.4375"", ""count"": 155614}, {""value"": ""35.75"", ""count"": 145785}, {""value"": ""35.875"", ""count"": 145705}, {""value"": ""36.9375"", ""count"": 141886}, {""value"": ""33.5"", ""count"": 129223}, {""value"": ""33.5625"", ""count"": 122030}, {""value"": ""35.1875"", ""count"": 121075}, {""value"": ""36.0"", ""count"": 111166}, {""value"": ""35.4375"", ""count"": 108240}, {""value"": ""35.3125"", ""count"": 108123}, {""value"": ""35.6875"", ""count"": 105608}, {""value"": ""36.4375"", ""count"": 102329}, {""value"": ""37.0"", ""count"": 101888}, {""value"": ""33.1875"", ""count"": 101367}, {""value"": ""36.25"", ""count"": 98754}, {""value"": ""36.0625"", ""count"": 96602}, {""value"": ""34.1875"", ""count"": 93573}, {""value"": ""34.375"", ""count"": 82348}]"
joint_temperatures_2,float64,6249074,0,0.0,6249074,26.625,39.6875,35.8320205021576,2.861151853576962,210.0,False,False,"[39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375, 39.375]","[{""value"": ""35.4375"", ""count"": 195994}, {""value"": ""35.5"", ""count"": 161616}, {""value"": ""37.75"", ""count"": 136581}, {""value"": ""35.375"", ""count"": 133436}, {""value"": ""37.6875"", ""count"": 127566}, {""value"": ""38.3125"", ""count"": 119154}, {""value"": ""38.4375"", ""count"": 118496}, {""value"": ""37.5"", ""count"": 112275}, {""value"": ""38.0625"", ""count"": 111634}, {""value"": ""39.0"", ""count"": 110106}, {""value"": ""37.875"", ""count"": 109144}, {""value"": ""37.8125"", ""count"": 107246}, {""value"": ""38.0"", ""count"": 103293}, {""value"": ""38.375"", ""count"": 103066}, {""value"": ""35.5625"", ""count"": 101016}, {""value"": ""36.3125"", ""count"": 99398}, {""value"": ""35.3125"", ""count"": 96312}, {""value"": ""36.375"", ""count"": 94462}, {""value"": ""37.5625"", ""count"": 94282}, {""value"": ""37.125"", ""count"": 90096}]"
joint_temperatures_3,float64,6249074,0,0.0,6249074,28.125,42.875,38.64892164423081,3.011882345157158,237.0,False,False,"[42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5, 42.5]","[{""value"": ""38.375"", ""count"": 177782}, {""value"": ""40.25"", ""count"": 170444}, {""value"": ""40.125"", ""count"": 135567}, {""value"": ""39.9375"", ""count"": 127761}, {""value"": ""40.3125"", ""count"": 126748}, {""value"": ""38.4375"", ""count"": 126507}, {""value"": ""38.3125"", ""count"": 122834}, {""value"": ""40.1875"", ""count"": 118330}, {""value"": ""41.625"", ""count"": 116407}, {""value"": ""41.1875"", ""count"": 110766}, {""value"": ""41.0"", ""count"": 109142}, {""value"": ""40.0625"", ""count"": 107641}, {""value"": ""40.5"", ""count"": 102903}, {""value"": ""41.5625"", ""count"": 97833}, {""value"": ""38.125"", ""count"": 97712}, {""value"": ""40.0"", ""count"": 95886}, {""value"": ""38.1875"", ""count"": 94362}, {""value"": ""40.375"", ""count"": 93184}, {""value"": ""41.0625"", ""count"": 90247}, {""value"": ""41.6875"", ""count"": 85838}]"
joint_temperatures_4,float64,6249074,0,0.0,6249074,28.375,44.75,40.71605779112233,3.40890579691376,263.0,False,False,"[44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25, 44.25]","[{""value"": ""43.625"", ""count"": 189995}, {""value"": ""43.5625"", ""count"": 155168}, {""value"": ""40.5625"", ""count"": 127960}, {""value"": ""42.75"", ""count"": 122979}, {""value"": ""42.5"", ""count"": 122304}, {""value"": ""42.375"", ""count"": 120652}, {""value"": ""42.8125"", ""count"": 117334}, {""value"": ""40.875"", ""count"": 117193}, {""value"": ""42.625"", ""count"": 115667}, {""value"": ""43.5"", ""count"": 114224}, {""value"": ""42.6875"", ""count"": 113966}, {""value"": ""40.625"", ""count"": 113177}, {""value"": ""42.4375"", ""count"": 112620}, {""value"": ""42.3125"", ""count"": 112512}, {""value"": ""43.875"", ""count"": 109567}, {""value"": ""43.4375"", ""count"": 107880}, {""value"": ""40.4375"", ""count"": 102930}, {""value"": ""42.5625"", ""count"": 98070}, {""value"": ""40.9375"", ""count"": 93010}, {""value"": ""42.875"", ""count"": 89922}]"
