seed,seed_group,N,variant,split,episode_id,score,threshold,above_threshold
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,308,32.910412921,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,575,29.394222879,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,306,27.1457410126,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,554,27.5474523514,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,467,75.5627682996,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,602,33.4113385378,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,64,100.324971378,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,25,35.0525995195,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,374,38.3424434442,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,462,31.4515057734,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,672,63.9018153687,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,572,37.8723722147,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,521,36.305134125,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,497,34.7329727466,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,510,34.6366125148,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,318,24.0716805315,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,227,131.997880326,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,428,38.8917736613,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,556,27.7631728519,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,191,44.77448474,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,633,89.306713116,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,525,35.9701705673,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,193,44.7109219821,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,272,201.268905685,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,651,86.7558328215,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,379,33.9773699568,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,9,49.2949840678,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,256,60.7065255009,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,724,38.0885654189,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,259,94.6407497117,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,392,40.2768958663,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,164,46.6210814502,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,97,38.5846970653,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,401,33.2522216113,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,12,55.772692841,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,634,84.0121779792,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,341,44.0887465307,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,662,71.1271027892,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,684,52.4248684432,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,290,102.355190893,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,91,35.5307585444,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,128,42.0172482617,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,155,46.5465699057,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,68,106.859011289,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,422,35.6612919147,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,255,60.7955213965,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,472,25.8544761436,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,206,76.9189886964,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,694,55.3725020599,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,607,83.7033522487,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,180,40.7632039817,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,23,48.0977580033,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,587,29.3488840678,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,727,45.8550098808,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,387,39.572012061,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,136,38.7271606154,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,582,27.5121386447,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,427,41.0808548774,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,685,59.6307934569,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,149,45.8140847195,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,157,46.7450981372,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,530,25.1715981331,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,637,72.0495271923,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,516,33.6272152785,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,419,27.2195617623,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,622,34.9804347683,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,280,350.035607952,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,450,55.7154933662,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,219,255.565238381,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,609,85.7621121277,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,585,31.2494493115,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,507,33.3137475428,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,321,25.7219140559,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,688,54.6731854803,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,171,53.0321177206,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,234,77.7441040469,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,597,35.6751126454,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,309,24.0346679773,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,635,87.1725408003,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,664,64.9171731288,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,120,36.5812601229,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,705,53.3724963894,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,213,260.368508693,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,640,71.4960921873,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,216,257.508912133,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,541,28.4094603365,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,285,159.298149288,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,34,28.4077728141,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,576,24.326127312,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,338,37.8211614535,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,10,55.9734772185,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,281,353.764537174,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,423,34.6099221389,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,522,41.9176261271,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,224,125.173357397,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,93,37.1869960043,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,228,125.55780512,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,78,49.4758878915,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,294,98.3391680486,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,671,66.5724299241,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,592,32.6981027881,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,699,57.1328764536,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,706,58.6927731851,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,115,26.7916088985,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,437,36.9331491518,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,163,43.8989479968,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,324,23.9280032652,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,677,55.6228003435,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,577,24.9156245324,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,77,48.013917994,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,477,29.6840849045,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,221,125.486417958,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,571,32.5758437216,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,316,25.8850133166,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,1,53.7204349949,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,508,36.6144411906,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,669,67.0259827936,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,652,86.5371885888,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,730,39.795814798,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,619,39.9782625509,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,335,33.5292934141,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,269,196.378631392,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,11,55.5890087579,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,570,26.4328578798,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,4,51.5747356286,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,533,26.71218978,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,363,34.558668099,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,169,46.9510479315,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,33,30.7045724542,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,217,256.66646484,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,736,29.4395233297,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,76,54.8785971454,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,726,42.5365539816,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,253,61.5206183317,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,606,35.2609176459,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,215,255.515063895,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,624,35.9848872733,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,492,34.9783878268,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,201,47.3890630571,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,187,42.3792747869,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,343,36.8190094826,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,410,35.7762252844,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,96,34.565429812,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,400,33.732745888,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,243,65.8328959632,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,351,32.2030784696,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,559,28.3812087673,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,305,30.0532772458,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,668,64.9775221985,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,653,84.4493434951,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,303,36.0331090472,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,397,33.045336447,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,323,24.1738938978,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,463,31.0462391168,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,527,27.3582852187,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,196,41.2134119774,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,697,61.1900693491,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,51,28.1403738629,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,27,31.9048690447,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,655,79.4954337344,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,728,45.2340832896,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,86,38.3822433855,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,648,67.2882379424,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,184,39.3919437802,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,144,46.3370343378,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,484,31.8898910381,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,242,81.7466410091,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,545,26.6412964184,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,544,23.6769443398,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,594,36.3786640392,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,415,22.5437355407,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,502,36.4828329655,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,749,30.2684239447,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,476,26.2973502975,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,289,161.983357114,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,250,63.6139039956,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,414,22.7771750788,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,537,23.9438082169,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,590,27.7907883066,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,442,61.4620235945,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,48,29.7171868094,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,17,54.2640277422,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,638,77.913419845,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,160,42.0584019343,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,524,41.5207035399,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,486,25.3121078205,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,73,100.799606635,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,385,32.4996354135,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,751,38.3965155755,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,449,59.4401330948,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,752,34.4961694398,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,111,27.8517865467,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,249,63.9097184782,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,674,58.9718402539,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,636,72.4630295958,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,322,27.3636652156,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,226,126.719756746,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,268,196.957430646,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,623,36.5957367022,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,627,38.3014942619,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,560,26.9804624778,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,553,25.6126760292,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,26,28.5970695955,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,735,37.733451997,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,480,29.4492359807,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,471,25.1943610444,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,710,56.8548781075,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,417,25.4381579424,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,558,25.3926398624,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,593,25.6789734832,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,276,200.73188268,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,46,24.0008883058,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,500,40.4374760054,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,197,44.3933217845,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,466,83.5798689209,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,125,42.8052151541,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,534,24.3573058365,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,70,105.01912433,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,273,199.356245827,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,98,30.8861137408,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,394,36.2665346653,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,85,34.3267800302,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,519,37.6273890798,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,230,80.721585013,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,446,59.606916046,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,389,39.9712038743,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,620,39.2233001935,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,479,28.4710084533,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,390,38.7005435137,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,89,28.218229823,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,704,56.8490128768,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,55,25.742086434,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,3,50.7058935913,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,373,39.8901203475,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,561,25.4875890381,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,377,32.9344474523,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,431,34.7350961661,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,435,30.4854758883,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,659,81.6650782105,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,376,37.6529626202,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,631,87.7494837134,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,742,40.9721369333,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,403,38.3601124678,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,14,55.9984416631,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,194,42.8222242583,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,678,58.3792136127,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,542,24.3378033748,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,531,23.5591812607,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,566,26.7117306638,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,313,26.3800213825,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,443,63.1285716826,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,455,33.6758132058,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,739,36.3443418851,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,474,25.1326526498,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,598,44.0253962539,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,589,26.9631845233,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,330,23.7331639398,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,436,32.1563940648,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,520,37.0900231873,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,87,30.7201556016,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,288,161.095595875,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,478,29.5962339243,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,315,23.6862174632,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,302,27.1915636088,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,207,78.7385461622,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,205,77.0340529151,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,265,92.4889456342,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,666,67.9810716603,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,297,105.043997789,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,56,27.6844903507,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,148,50.4161757181,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,741,34.5277733809,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,378,36.213267166,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,151,43.9258709909,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,119,31.2319589742,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,105,36.4392473331,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,629,89.7579678875,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,50,26.9420276933,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,388,40.4503743519,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,266,93.0202470987,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,88,31.389091529,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,246,62.9315047317,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,574,27.787265681,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,112,32.9672986976,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,536,24.8401943162,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,156,47.7598340309,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,382,35.8671663271,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,232,76.5823273663,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,267,198.886439714,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,643,78.0197498235,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,578,41.3956240348,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,29,30.753773079,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,208,77.5443229026,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,709,51.2397062737,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,271,197.009424401,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,548,24.6252130236,25.3649449684,False
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,189,45.2683842549,25.3649449684,True
4,failed,25,TOPVAR_250_LW,anomaly_evaluation,452,55.7396916599,25.3649449684,True
