protocol_version,seed,N,detector,condition,removed_episode_id,replacement_episode_id,split,episode_id,score,threshold,above_threshold
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,147,244.737942283,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,681,247.746800905,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,493,582.442214026,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,275,367.820018392,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,360,10876.1319284,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,348,275.999105751,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,506,239.812098039,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,517,236.792328816,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,469,504.068567733,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,123,538.788388235,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,31,225.109074875,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,595,239.330512838,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,113,261.750922913,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,42,244.693886742,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,734,241.28987541,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,605,239.341115376,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,248,269.874317429,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,329,233.94534319,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,746,245.267651815,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,491,247.171718004,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,146,242.858695659,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,490,243.279994375,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,748,242.921833224,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,700,250.814308099,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,173,233.276609661,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,702,250.267984011,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,240,264.966694393,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,434,244.902142071,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,274,361.332974023,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,333,238.422920833,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,72,378.007073704,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,569,236.162627885,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,738,247.263778663,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,430,253.066286251,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,460,240.01667196,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,314,229.995758662,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,646,247.785507991,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,523,252.178295153,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,345,272.949955812,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,182,235.259599309,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,165,235.577129772,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,514,239.948851726,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,211,244.920205642,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,166,234.709865383,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,43,247.121077285,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,696,252.157286444,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,511,238.894444424,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,690,255.543944528,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,616,261.200391034,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,45,245.307773384,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,334,237.790921311,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,707,252.152527185,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,454,240.357139813,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,258,237.820118777,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,642,244.847465196,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,0,251.069573628,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,138,271.641735285,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,565,222.384397084,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,102,247.679569011,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,175,234.062033676,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,425,242.713410199,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,600,235.782612096,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,331,235.957682306,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,142,271.980564372,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,723,243.499675973,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,371,736.73050223,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,614,261.593399828,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,212,247.869177792,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,483,235.775084509,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,195,245.22454466,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,380,295.152157491,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,750,251.360395676,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,552,319.043926035,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,127,518.165961495,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,644,245.39489931,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,358,731.971713965,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,239,264.069744513,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,170,233.061671164,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,743,241.320595471,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,693,256.435659657,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,628,250.223898081,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,355,725.719845103,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,711,248.592835,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,82,252.409494726,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,658,266.194906577,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,298,292.271624446,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,754,252.216013911,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,352,270.281344872,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,18,255.827019198,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,41,241.763331326,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,304,251.819915345,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,94,241.491489339,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,721,247.424591744,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,547,324.976240709,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,405,729.040419335,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,626,248.844326934,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,158,218.256712206,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,421,245.518378854,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,747,246.358519314,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,296,288.38798684,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,383,294.897473916,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,118,253.958136876,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,241,260.50177305,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,456,242.848855775,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,65,382.582748922,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,336,242.673393173,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,300,238.691828294,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,731,240.730239126,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,412,726.785830557,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,715,252.263358398,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,342,244.468779614,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,339,241.637788044,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,210,243.763785056,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,618,250.906511609,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,676,246.439938243,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,47,244.735964323,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,2,246.005127616,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,708,247.569131713,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,364,732.223065802,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,647,253.390391157,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,513,236.978034459,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,488,245.13829482,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,63,381.198491477,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,79,258.267707556,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,292,288.403662747,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,591,309.737105023,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,8,245.541377869,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,13,247.255617451,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,667,249.491809857,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,75,251.303634948,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,603,233.386443185,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,19,255.146924786,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,222,260.200061682,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,62,381.264523376,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,203,240.033843419,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,132,270.05143213,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,729,259.05454748,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,282,593.27095922,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,396,246.660042139,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,660,251.653617729,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,135,269.410333292,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,564,222.304848321,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,134,272.881642713,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,114,256.896525707,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,526,258.037626718,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,354,731.766811222,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,40,247.803386224,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,368,730.183033607,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,420,240.662567163,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,714,255.413906862,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,555,222.464174325,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,518,247.891902142,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,691,258.122156263,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,179,234.502897535,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,109,263.39566182,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,252,273.044788281,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,286,326.426185744,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,362,730.253332183,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,353,730.267288476,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,719,242.392396108,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,568,236.635160536,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,247,267.062984419,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,28,231.483583064,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,159,212.228953227,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,408,729.551000344,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,130,272.758800521,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,424,243.353018042,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,176,242.653373557,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,311,231.456240609,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,580,232.681851957,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,174,234.898630925,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,557,223.623904644,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,372,296.673726557,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,613,256.074124393,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,656,1333.16838501,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,470,504.629097662,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,698,248.886963904,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,732,241.858164724,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,185,235.834918335,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,538,235.377679217,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,737,247.911453026,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,663,252.706140365,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,99,250.771280824,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,264,238.268164618,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,485,236.472068526,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,650,267.571583392,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,356,730.233667792,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,7,243.887749545,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,21,250.859003391,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,39,244.919759123,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,713,248.051512899,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,657,262.986719724,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,66,382.120976735,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,370,728.935111473,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,369,732.930448703,39.1197038794,True
calibration-1710-intervention-v1.0.0,4,100,TargetOnly,REMOVE_1710,1710,1987,anomaly_evaluation,411,726.960833294,39.1197038794,True
